{3.`32., Around[4.808688862171224, 0.27430287750768034]}
{3.5`32., Around[5.482042791624085, 0.2654491844393001]}
{4.`32., Around[4.999813285123096, 0.34710758678869036]}
{4.5`32., Around[4.0484506340905835, 0.4055171398800659]}
{5.`32., Around[2.996474081600673, 0.398905418385324]}
{5.5`32., Around[5.563746367919881, 0.48174430623967]}
{6.`32., Around[7.036278320166297, 1.27544036118194]}
{6.5`32., Around[4.239015630473959, 1.0603415073573255]}
{7.`32., Around[1.9988088053878177, 0.5957481845779408]}
{7.5`32., Around[0.9718486617398816, 0.3410302526479228]}
{8.`32., Around[-5.797948464160002*^13, 5.797948464160054*^13]}
{8.5`32., Around[0.15019446876199366, 0.04936365830885792]}
{9.`32., Around[-1.9760575071816646*^17, 1.9760575071816646*^17]}
{9.5`32., Around[0.28505080882753797, 0.022334937037620933]}
{10.`32., Around[0.2517646103670638, 0.02490421160253259]}
