{3.`32., Around[0.9655222920747695, 0.08415787390801754]}
{3.5`32., Around[1.042658892251581, 0.10364414400813032]}
{4.`32., Around[0.9717095963245974, 0.12345880987386004]}
{4.5`32., Around[0.8136973732535457, 0.12172017504354171]}
{5.`32., Around[0.6357354064201513, 0.10830085853522792]}
{5.5`32., Around[0.4455257190171325, 0.0678781252225707]}
{6.`32., Around[0.30046748975668314, 0.03755815901452772]}
{6.5`32., Around[0.20201714672725843, 0.011421062579496849]}
{7.`32., Around[0.15382307973584478, 0.00758967218153081]}
{7.5`32., Around[0.6754995612455617, 0.018697035923242067]}
{8.`32., Around[1.4394644573781825, 0.046033555590795916]}
{8.5`32., Around[2.370116623443632, 0.09839210789013042]}
{9.`32., Around[3.464539636340172, 0.3004481242164787]}
{9.5`32., Around[4.151474552650366, 0.4625147364946667]}
{10.`32., Around[5.953422608018131, 1.4347372392776876]}
