{3.`32., Around[0.07228069585751959, 0.0014442423241536537]}
{3.5`32., Around[1.263011292705344, 0.00007503038854150823]}
{4.`32., Around[2.661542708061531, 0.0002233116242522648]}
{4.5`32., Around[3.754078762898849, 0.004925163969159874]}
{5.`32., Around[4.356382717885556, 0.023934469885191767]}
{5.5`32., Around[4.5051418630289515, 0.11842270928487819]}
{6.`32., Around[4.200266499936806, 0.09371182316140869]}
{6.5`32., Around[3.6510670836161614, 0.12493075586879576]}
{7.`32., Around[3.135605277034481, 0.31718949897124826]}
{7.5`32., Around[10.090981684503209, 1.7980629042116396]}
{8.`32., Around[19.072607809657363, 4.1723292099345315]}
{8.5`32., Around[28.011187340532757, 6.528561348420192]}
{9.`32., None}
{9.5`32., Around[33.295393668322596, 5.215247264499666]}
{10.`32., Around[33.867243036281565, 1.5992903774251737]}
