{3.`32., Around[0.960544872029498, 0.09505543068403094]}
{3.5`32., Around[1.0296618360672178, 0.11170260400500093]}
{4.`32., Around[0.9472714822105683, 0.12076804122622731]}
{4.5`32., Around[0.789762277198748, 0.12019810431252054]}
{5.`32., Around[0.5988210935315212, 0.09223257297869608]}
{5.5`32., Around[0.41089530659838525, 0.05440262935213078]}
{6.`32., Around[0.2722257617761965, 0.022197587073676167]}
{6.5`32., Around[0.19093912746475888, 0.00672985155073097]}
{7.`32., Around[0.15448755233128816, 0.010472552711022431]}
{7.5`32., Around[0.6791778952664711, 0.025850290198351333]}
{8.`32., Around[1.427907725453681, 0.041544337823583355]}
{8.5`32., Around[2.3375233861198996, 0.08748281104953182]}
{9.`32., Around[3.772968523632505, 0.6808636908250756]}
{9.5`32., Around[4.5722579508760735, 1.1238513685389777]}
{10.`32., Around[6.686329162164046, 2.259296412435241]}
