{3.`32., Around[0.8013301779285931, 0.045094096668698735]}
{3.5`32., Around[0.8335506057951538, 0.03750689902904131]}
{4.`32., Around[0.68232064599726, 0.010989487891479244]}
{4.5`32., Around[0.5066684158230043, 0.010672115661481962]}
{5.`32., Around[0.3524525125515683, 0.011544727175797326]}
{5.5`32., Around[0.2562245925415899, 0.0015586791246789689]}
{6.`32., Around[0.2085813658572087, 0.008905349891043385]}
{6.5`32., Around[0.18163067508112538, 0.015895712152843217]}
{7.`32., Around[0.14702558401225949, 0.011488638478332314]}
{7.5`32., Around[0.6979224488966944, 0.06928414932549548]}
{8.`32., Around[1.4571596977369902*^13, 1.4571596977368574*^13]}
{8.5`32., Around[2.226126208995997, 0.10338186366563207]}
{9.`32., Around[3.1643743374786505*^15, 3.1643743374786475*^15]}
{9.5`32., Around[2.4501401236597538, 0.3931857650175381]}
{10.`32., Around[2.19572187613917, 0.7600194507537248]}
