{3.`32., Around[0.07155142010083929, 0.0006291740907907462]}
{3.5`32., Around[1.2629570194740727, 0.000020228509202135925]}
{4.`32., Around[2.661350662572453, 0.000023527946036772107]}
{4.5`32., Around[3.7496267816313082, 0.00041713637877571763]}
{5.`32., Around[4.3380191994777455, 0.005176029367182977]}
{5.5`32., Around[4.472014742565019, 0.07698558009650291]}
{6.`32., Around[4.175322077723559, 0.05128599910488596]}
{6.5`32., Around[3.6660384352822692, 0.09789076868502944]}
{7.`32., Around[3.1380827984027935, 0.24702447991874754]}
{7.5`32., Around[9.125547236003236, 0.5537722990006388]}
{8.`32., Around[16.518771774824387, 0.910924278373721]}
{8.5`32., Around[24.579429508562843, 1.6669429848224446]}
{9.`32., Around[38.25672001950714, 8.990858875495935]}
{9.5`32., Around[42.88511099372984, 12.147076216900238]}
{10.`32., Around[52.63590146101221, 16.31181871240389]}
