{3.`32., Around[0.9504018082323576, 0.13056031952431135]}
{3.5`32., Around[1.016122930627863, 0.14493501223020566]}
{4.`32., Around[0.8956583374110069, 0.13902878669236507]}
{4.5`32., Around[0.7053577845168773, 0.10381372808339884]}
{5.`32., Around[0.49547872545178595, 0.05816878713379356]}
{5.5`32., Around[0.3305697604922946, 0.029760830971946622]}
{6.`32., Around[0.22511622009978235, 0.005758790810778153]}
{6.5`32., Around[0.17482727486231178, 0.0035603854806245394]}
{7.`32., Around[0.15340645242336615, 0.014638946470061767]}
{7.5`32., Around[0.733691743608494, 0.0910592544849681]}
{8.`32., Around[1.697786686756063, 0.34420346255418677]}
{8.5`32., Around[2.9058434831702327, 0.7162673891238645]}
{9.`32., Around[4.027371989534549, 1.0538487023348062]}
{9.5`32., Around[4.364334388664402, 1.1030374373485305]}
{10.`32., Around[5.097666723332525, 0.929703116192576]}
