{3.`32., -5.662150334389963*^-11}
{3.5`32., -6.24038508798886*^-11}
{4.`32., -2.5369663766264743*^-11}
{4.5`32., -3.7644704106592794*^-11}
{5.`32., -5.2369177565773734*^-11}
{5.5`32., Around[0.15157701152911712, 0.00042075937132815544]}
{6.`32., Around[0.38635313562188617, 0.008311401362465276]}
{6.5`32., Around[0.8513387039562677, 0.20712934583939346]}
{7.`32., Around[0.5512779774347414, 0.10871615386638853]}
{7.5`32., Around[0.27790124453555154, 0.054162838181512574]}
{8.`32., Around[0.13364031666003806, 0.01911050337176539]}
{8.5`32., Around[0.061327084769977336, 0.007604034374318076]}
{9.`32., Around[0.026679356170922944, 0.0035353833337305584]}
{9.5`32., Around[0.1646733729213855, 0.014644520464682148]}
{10.`32., Around[0.27397958659306954, 0.03799694697926463]}
