{3.`32., Around[6.15557662651255, 0.691708365591094]}
{3.5`32., Around[7.152080791117168, 0.8162047493485889]}
{4.`32., Around[6.946357790134375, 0.901195767432506]}
{4.5`32., Around[6.096886209312498, 0.868165227373217]}
{5.`32., Around[4.858898704700703, 0.7576891719476353]}
{5.5`32., Around[8.335649405451106, 1.0330025548399195]}
{6.`32., Around[12.491004826258422, 2.2983822936658163]}
{6.5`32., Around[11.530777893736094, 1.5928646499397559]}
{7.`32., Around[5.963326916600325, 0.798457835079482]}
{7.5`32., Around[3.4646193289776352, 0.43975320909616733]}
{8.`32., Around[1.8407715237093438, 0.10032615696831582]}
{8.5`32., Around[0.8221656651416032, 0.03231998676844072]}
{9.`32., Around[0.3379583010980476, 0.015056228181356018]}
{9.5`32., Around[0.45653089301351535, 0.05215342919048668]}
{10.`32., Around[0.41335958403261197, 0.05735360535405701]}
