{3.`32., Around[0.9229088464824264, 0.12369928764916199]}
{3.5`32., Around[0.9739953136739993, 0.13261254765488573]}
{4.`32., Around[0.8385550392469314, 0.11358192137193934]}
{4.5`32., Around[0.6431968936565806, 0.07626219578583243]}
{5.`32., Around[0.44748681318163863, 0.0374825369636034]}
{5.5`32., Around[0.30397995140772566, 0.01813809443704667]}
{6.`32., Around[0.21278192253861716, 0.003169020377241913]}
{6.5`32., Around[0.1713666712704961, 0.003509440404570796]}
{7.`32., Around[0.15381916919390698, 0.016186252355843395]}
{7.5`32., Around[0.7666157965591622, 0.1279305428584756]}
{8.`32., Around[1.7228258787748503, 0.3780268715513]}
{8.5`32., Around[2.8279492489913234, 0.6722120778939913]}
{9.`32., None}
{9.5`32., Around[3.810508057732268, 0.6162296776024241]}
{10.`32., Around[4.19733101358085, 0.17454177456575204]}
