{3.`32., -5.0903778304776807*^-11}
{3.5`32., -4.153685175202551*^-11}
{4.`32., -4.047285161236378*^-11}
{4.5`32., -3.363813432252686*^-11}
{5.`32., -6.491868775273226*^-11}
{5.5`32., Around[0.15241598429264763, 0.0017618118039023772]}
{6.`32., Around[0.4482606855537671, 0.07364384801505927]}
{6.5`32., Around[0.4753356289954229, 0.040015655768323555]}
{7.`32., Around[0.22876578132939565, 0.012359289129969142]}
{7.5`32., Around[0.11125957148193862, 0.004466812426663233]}
{8.`32., Around[0.04964373265232646, 0.0012349231052049964]}
{8.5`32., Around[0.023276859186038862, 0.0019164028366727304]}
{9.`32., Around[3.999265878093556*^16, 3.999265878093556*^16]}
{9.5`32., Around[0.1706349217724173, 0.029939320638579292]}
{10.`32., Around[0.20257400428050137, 0.03203671040640811]}
