{3.`32., Around[0.9658365788874224, 0.08998232977892506]}
{3.5`32., Around[1.0408716761507826, 0.1103850823965909]}
{4.`32., Around[0.962717871812548, 0.12491570198180907]}
{4.5`32., Around[0.802634289842624, 0.12267365194658791]}
{5.`32., Around[0.61918586834147, 0.1013432723427784]}
{5.5`32., Around[0.4150553003667943, 0.06885747237090961]}
{6.`32., Around[0.2865260701781044, 0.03042651440680666]}
{6.5`32., Around[0.19175866710778083, 0.010983865122669148]}
{7.`32., Around[0.15176395939934983, 0.008475693644329471]}
{7.5`32., Around[0.677437530940963, 0.024312427275926807]}
{8.`32., Around[1.4298386568211505, 0.045336452071357614]}
{8.5`32., Around[2.346014860518329, 0.09435508976192009]}
{9.`32., Around[3.4708019974009954, 0.3453537801320732]}
{9.5`32., Around[4.238562914949685, 0.6441111900526464]}
{10.`32., Around[6.508326463247243, 2.0635755649089527]}
