{3.`32., Around[0.9631591295621689, 0.12049306832356194]}
{3.5`32., Around[1.035942108888899, 0.13762583919907984]}
{4.`32., Around[0.9248968059374354, 0.1371344889731037]}
{4.5`32., Around[0.7420280124927112, 0.11369515554594462]}
{5.`32., Around[0.5359872743095979, 0.0694450372124322]}
{5.5`32., Around[0.35625023664465616, 0.03501700519701645]}
{6.`32., Around[0.23879989410406002, 0.00986722563847317]}
{6.5`32., Around[0.179110676260062, 0.0038256543680516286]}
{7.`32., Around[0.15400579019315525, 0.012969092259098425]}
{7.5`32., Around[0.6748557316931898, 0.02890036914288191]}
{8.`32., Around[1.5012822693254266, 0.1355161780492583]}
{8.5`32., Around[2.709091004910845, 0.5008177236770777]}
{9.`32., Around[4.179237037827927, 1.1648505290681472]}
{9.5`32., Around[4.756580393808662, 1.4017832677270787]}
{10.`32., Around[5.869456476667921, 1.62278315673912]}
