{3.`32., Around[0.07229576024854276, 0.0014808617658140927]}
{3.5`32., Around[1.2631743449267618, 0.00023895342289814714]}
{4.`32., Around[2.6618662770965793, 0.0005473347025557462]}
{4.5`32., Around[3.758548975671971, 0.009415382184450038]}
{5.`32., Around[4.358994995666646, 0.026795553745025735]}
{5.5`32., Around[4.54087427511554, 0.1610726760300345]}
{6.`32., Around[4.205320310197395, 0.10332646965427905]}
{6.5`32., Around[3.7902552871339523, 0.2730271733781571]}
{7.`32., Around[3.159884307306334, 0.3534830721561155]}
{7.5`32., Around[9.827698959662237, 1.6045351458162482]}
{8.`32., Around[17.755568636466833, 3.0864037346716]}
{8.5`32., Around[25.351984963376943, 4.18386438001337]}
{9.`32., Around[-2.4769059007798762*^17, 2.4769059007798762*^17]}
{9.5`32., Around[27.197889771924807, 0.8866601780064318]}
{10.`32., Around[25.973875708910555, 3.2371031502345904]}
