{3.`32., -3.576741270196297*^-11}
{3.5`32., -6.579820683974432*^-11}
{4.`32., -3.9515726400237716*^-11}
{4.5`32., -3.619782930535039*^-11}
{5.`32., -4.1774420234013377*^-11}
{5.5`32., Around[0.15150376540542188, 0.0004596626605629789]}
{6.`32., Around[0.38199359182893733, 0.0038419056336608803]}
{6.5`32., Around[0.8761331351181221, 0.23018135172647097]}
{7.`32., Around[0.6241370167142409, 0.15630734767754584]}
{7.5`32., Around[0.3301065430690923, 0.0793587759010746]}
{8.`32., Around[0.15964004813957167, 0.03582717575747244]}
{8.5`32., Around[0.07211596502800775, 0.01564191299683015]}
{9.`32., Around[0.0322416203912685, 0.00638431955247756]}
{9.5`32., Around[0.16318606480529457, 0.011706938618105997]}
{10.`32., Around[0.29440673508913184, 0.0502593704321824]}
