{3.`32., Around[6.213148502036497, 0.5863547320361668]}
{3.5`32., Around[7.239013523511122, 0.7019809333945708]}
{4.`32., Around[7.1791925388929005, 0.799860259329606]}
{4.5`32., Around[6.415719669213969, 0.8246898355930052]}
{5.`32., Around[5.251899399267783, 0.7410955088356466]}
{5.5`32., Around[9.1404687261858, 1.0751817767529968]}
{6.`32., Around[13.451566354644228, 2.12409144440356]}
{6.5`32., Around[15.950926133846611, 3.0248827382134493]}
{7.`32., Around[9.474527572774473, 1.6666520906590763]}
{7.5`32., Around[5.592896750840506, 1.0572527555724518]}
{8.`32., Around[3.2751358776635664, 0.5412810868408275]}
{8.5`32., Around[1.7293100282380034, 0.22874169921645648]}
{9.`32., Around[0.787990356908524, 0.08916974145796991]}
{9.5`32., Around[0.5666231023484547, 0.05650344672098534]}
{10.`32., Around[0.48628872744008855, 0.03609352661150847]}
